user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,year,month,expense_income_diff,savings_delay_ratio,debt_duress
1142,4171.99,2191.17,0.33,3599.57,2,641.0,0.53,521.78,476.34,4,1454.54,57,0,794.79,1713.31,1,773.68,4,2,36.3,Medium,1980.82,0,2022,8,0.5252097919697795,1618.7500000000002,0.1250674138720371
1448,3585.61,2389.76,0.32,1942.21,1,782.0,0.52,480.07,258.28,4,1580.71,43,0,541.55,2745.99,2,1034.73,5,0,86.0,High,1195.85,0,2022,9,0.6664863161358876,746.3600000000001,0.13388795769757447
1746,3688.36,1658.22,0.22,2400.09,0,734.0,0.34,525.42,442.05,7,1381.41,72,0,390.35,2343.4,2,954.35,8,2,82.7,Medium,2030.14,0,2022,10,0.4495819280113655,369.95000000000005,0.14245355659425868
1027,3856.87,2783.08,0.4,2847.61,1,705.0,0.39,412.18,531.27,8,1292.65,68,0,665.78,2063.71,2,1718.92,5,2,34.6,Medium,1073.79,0,2022,11,0.7215903050919528,1773.8200000000002,0.1068690414766378
1395,3536.81,2556.68,0.26,2937.86,2,641.0,0.29,845.54,445.26,8,1745.01,68,0,304.83,1357.46,2,1473.56,4,2,72.4,Low,980.13,0,2022,12,0.7228773951668311,1957.73,0.23906853916382276
1880,4996.59,3278.59,0.27,2408.93,1,696.0,0.25,717.69,685.89,4,1560.59,61,0,307.77,1942.17,2,1198.57,4,2,2.3,Medium,1718.0,0,2023,1,0.6561655048743243,690.9299999999998,0.14363595972453214
1165,4130.8,3446.5,0.25,3385.99,0,734.0,0.49,496.29,0.0,2,1092.15,47,0,610.35,1434.69,0,925.43,4,2,32.6,High,684.3,0,2023,2,0.8343420160743681,2701.6899999999996,0.12014379781156193
1944,5428.34,2846.96,0.29,3623.76,0,647.0,0.35,250.59,290.18,9,592.38,61,0,354.18,3864.58,2,1708.13,1,2,76.7,Medium,2581.38,0,2023,3,0.524462358658448,1042.38,0.04616328380315161
1928,3061.36,3685.67,0.24,4184.02,1,751.0,0.58,256.4,760.52,4,1314.26,56,0,775.92,1251.51,2,950.11,3,2,57.9,Medium,0.0,0,2023,4,1.2039322392662084,4184.02,0.08375362583949617
1909,4011.29,4790.33,0.4,2056.66,1,693.0,0.22,316.08,0.0,6,1210.38,68,0,327.18,1889.69,2,2058.65,7,0,80.5,Medium,0.0,0,2023,5,1.194211837089814,2056.66,0.07879759379152342
1567,5623.07,3345.52,0.08,2198.78,2,706.0,0.49,514.39,924.76,2,828.07,26,0,691.44,3169.35,2,1437.06,9,1,36.1,High,2277.55,1,2023,6,0.594963249612756,-78.76999999999998,0.09147849840034003
1200,3856.03,2716.07,0.22,3597.22,1,724.0,0.42,373.62,47.13,6,1085.73,56,0,262.19,1709.08,1,733.62,8,0,25.7,Medium,1139.96,0,2023,7,0.704369519946681,2457.2599999999998,0.09689239969606045
1674,3652.17,3353.63,0.33,2280.95,1,708.0,0.29,781.52,350.41,1,1388.89,60,0,438.48,2139.84,2,470.12,6,2,40.0,Medium,298.54,0,2023,8,0.9182568171799231,1982.4099999999999,0.21398784832031367
1461,4701.87,3653.78,0.24,2787.34,0,680.0,0.49,396.26,18.17,1,1289.83,48,0,256.68,2333.24,0,1348.23,8,1,94.0,High,1048.09,0,2023,9,0.7770908170578941,1739.2500000000002,0.0842771067681582
1687,3792.48,3748.54,0.25,2433.01,1,610.0,0.1,602.71,775.47,2,1331.23,35,0,726.02,2458.62,0,754.88,4,0,19.6,Medium,43.94,0,2023,10,0.9884139138505674,2389.07,0.15892239378981565
1613,3821.93,1798.56,0.36,2854.14,1,621.0,0.1,396.48,621.16,9,1107.38,59,0,920.25,2021.03,2,1274.34,8,0,77.8,Low,2023.37,0,2023,11,0.4705894665784041,830.77,0.10373816370263192
1131,3922.4,3430.29,0.09,2430.0,1,702.0,0.38,512.24,509.9,2,631.21,65,0,296.17,2594.23,2,1398.74,4,2,12.4,High,492.11,0,2019,1,0.8745385478278604,1937.8899999999999,0.1305935141749949
1814,3830.55,4707.09,0.21,2961.18,1,660.0,0.19,525.8,369.84,7,1337.6,81,0,533.06,2239.88,0,875.58,5,2,65.9,Medium,0.0,0,2019,1,1.2288287582723108,2961.18,0.13726488363289865
1847,6598.46,2639.61,0.12,2406.45,1,600.0,0.5,399.31,389.35,3,777.29,93,0,536.23,1852.61,0,757.78,4,2,26.3,High,3958.85,1,2019,3,0.40003425041600615,-1552.4,0.06051563546645732
1186,5028.45,4475.26,0.22,3113.11,1,699.0,0.4,1045.07,171.64,1,1305.32,65,0,137.8,2230.73,2,1632.32,1,1,35.9,High,553.19,0,2019,4,0.8899879684594657,2559.92,0.20783143911145582
1658,4499.01,2533.78,0.35,2437.16,1,641.0,0.15,819.17,273.25,9,1359.65,46,0,737.69,1913.14,2,1815.12,4,0,46.1,Medium,1965.23,0,2019,5,0.5631861231693195,471.92999999999984,0.18207783490145607
1808,6382.64,3624.26,0.27,2408.95,0,678.0,0.58,333.32,552.92,8,404.35,63,0,635.82,2973.79,2,1178.43,0,0,37.8,High,2758.38,1,2019,5,0.5678308662246343,-349.4300000000003,0.05222290462880563
1204,4343.69,2591.83,0.25,2629.67,0,765.0,0.38,526.96,106.21,6,703.81,99,0,346.22,1909.58,2,2060.22,6,0,78.9,Medium,1751.86,0,2019,6,0.5966885297983973,877.8100000000002,0.1213162081087739
1067,4554.87,2478.1,0.21,2680.73,1,552.0,0.28,287.51,151.75,4,878.76,90,0,342.3,3483.9,2,1413.46,2,1,48.3,Medium,2076.77,0,2019,7,0.544055044381069,603.96,0.06312145022799773
1521,5290.5,3598.39,0.22,2437.05,1,822.0,0.28,603.13,229.16,6,1055.61,59,0,601.47,1981.52,2,1572.51,4,2,29.7,Medium,1692.11,0,2019,8,0.6801606653435402,744.9400000000003,0.11400245723466591
1226,2315.79,2489.11,0.27,2498.29,2,735.0,0.29,590.73,0.0,9,764.82,88,0,397.97,2406.22,2,1465.42,9,2,14.1,Medium,0.0,0,2019,9,1.0748427102630205,2498.29,0.2550878965709326
1531,4842.78,3005.7,0.24,2363.89,2,562.0,0.36,883.06,331.25,1,724.48,65,0,143.76,2598.42,0,644.22,6,1,94.3,High,1837.08,0,2019,10,0.620655904253342,526.81,0.18234567748276817
1226,4788.35,3338.91,0.19,2105.19,1,750.0,0.37,517.34,525.99,1,1218.2,70,0,749.14,2412.41,2,1499.56,9,2,33.4,High,1449.44,0,2019,11,0.6972986519364708,655.75,0.10804139212881264
1552,3523.77,2486.14,0.16,2000.32,1,683.0,0.43,303.91,257.87,3,1088.74,20,0,452.98,2433.54,2,1395.36,0,2,37.7,High,1037.63,0,2019,12,0.7055341296395622,962.6899999999998,0.08624569708011591
1392,3805.5,3553.07,0.08,2634.24,1,651.0,0.23,723.55,298.68,6,469.05,32,0,442.15,2480.52,0,1613.14,5,1,1.9,Medium,252.43,0,2020,1,0.9336670608330049,2381.81,0.1901327026671922
1573,4714.82,2041.84,0.05,2016.52,1,687.0,0.33,355.45,380.48,3,849.65,57,0,723.16,2045.86,1,827.96,9,2,82.7,Medium,2672.98,1,2020,2,0.43306849466151415,-656.46,0.0753899406552106
1081,5689.03,2454.22,0.1,2222.85,0,686.0,0.11,550.69,468.14,3,1868.19,50,0,704.52,1743.89,1,2092.8,8,2,46.4,Medium,3234.81,1,2020,3,0.4313951587528981,-1011.96,0.09679857550408419
1516,4744.36,2837.84,0.35,2811.8,2,704.0,0.57,581.99,322.26,8,681.49,64,0,515.84,2347.18,2,1501.13,7,1,7.5,High,1906.52,0,2020,4,0.59815022468784,905.2800000000002,0.12266986485005354
1652,3881.49,3167.81,0.05,2643.11,2,705.0,0.22,239.12,251.37,5,295.57,36,0,593.63,1797.74,2,1822.98,0,1,98.8,Medium,713.68,0,2020,5,0.816132464594782,1929.4300000000003,0.061605208309180245
1068,2030.17,3011.2,0.33,2429.85,2,732.0,0.13,208.77,266.76,8,1413.98,20,0,574.5,1056.51,2,737.96,9,1,81.3,Medium,0.0,0,2020,6,1.4832255426885432,2429.85,0.10283375283843225
1500,5221.04,2290.23,0.29,2843.18,1,747.0,0.32,302.95,345.1,1,1237.23,71,0,530.03,2675.11,2,867.16,9,2,5.9,Medium,2930.81,1,2020,7,0.43865398464673705,-87.63000000000011,0.05802483796331765
1707,1333.75,2384.17,0.33,2679.81,1,650.0,0.43,613.31,827.64,4,510.91,56,0,553.56,2186.12,2,2016.96,5,0,2.8,Medium,0.0,0,2020,8,1.787568884723524,2679.81,0.4598388003748828
1617,3496.23,2432.22,0.3,2910.22,1,630.0,0.36,967.21,490.58,5,996.5,52,0,668.63,2302.19,2,946.7,7,2,1.1,Medium,1064.01,0,2020,9,0.6956693352554036,1846.2099999999998,0.2766436990701413
1390,3334.65,3458.14,0.24,2337.13,1,670.0,0.39,728.05,315.16,2,1069.07,35,0,614.0,2037.04,2,1191.96,0,2,76.5,High,0.0,0,2020,10,1.0370323722129757,2337.13,0.21832876013974478
1896,4605.31,2561.93,0.27,3241.61,0,624.0,0.15,459.19,253.28,5,1463.72,80,0,421.48,3632.88,2,1657.6,7,2,49.5,Low,2043.38,0,2020,11,0.5562991416430163,1198.23,0.09970881439034505
1930,4316.82,3802.62,0.07,2675.76,1,787.0,0.35,257.02,0.0,2,710.78,78,0,645.39,1423.93,2,1771.14,9,2,62.8,High,514.2,0,2020,12,0.8808845400086175,2161.5600000000004,0.05953919783544368
1226,4437.88,3401.22,0.14,2362.42,1,713.0,0.54,580.18,26.42,7,1269.92,30,0,465.0,1430.54,2,1719.24,6,0,96.9,High,1036.66,0,2021,1,0.7664064823744671,1325.76,0.1307335935176255
1974,6901.16,4122.09,0.08,1873.23,1,758.0,0.32,531.53,488.44,7,1436.17,30,0,537.04,2578.2,2,954.74,8,0,32.3,High,2779.07,1,2021,2,0.5973039315129631,-905.8400000000001,0.0770203849787572
1714,3561.39,2895.72,0.24,3061.8,1,653.0,0.23,729.18,108.59,9,1095.68,42,0,756.39,1962.73,0,854.55,7,2,85.8,Medium,665.67,0,2021,3,0.8130870250098978,2396.13,0.2047458997750878
1401,3960.08,3798.98,0.21,2606.62,2,613.0,0.44,329.81,665.16,4,1201.82,90,0,422.67,3145.91,2,1367.16,9,0,74.8,High,161.1,0,2021,4,0.9593190036564918,2445.52,0.08328367103694875
1318,3073.53,2900.26,0.33,2697.23,1,639.0,0.39,760.16,514.88,3,1455.76,67,0,548.34,1938.53,2,1136.74,6,2,1.1,Medium,173.27,0,2021,5,0.9436250825597928,2523.96,0.24732473735411722
1783,4492.58,2890.4,0.07,2955.42,1,595.0,0.37,672.05,393.81,8,448.07,56,0,758.18,1672.06,2,1200.94,6,2,18.1,Medium,1602.18,0,2021,6,0.643371959987357,1353.24,0.14959110355296956
1396,4753.76,1017.04,0.06,2024.7,1,626.0,0.4,459.42,586.01,1,776.6,90,0,777.66,2209.95,0,628.25,6,0,52.5,Medium,3736.72,1,2021,7,0.21394433038268654,-1712.0199999999998,0.09664349904075932
1665,3268.37,3395.71,0.2,3411.93,0,635.0,0.42,441.62,161.38,8,1177.17,95,0,402.1,3018.39,2,640.62,8,0,56.7,Medium,0.0,0,2021,8,1.03896131710914,3411.93,0.13511934083350416
1586,4726.02,2220.67,0.22,2081.31,2,709.0,0.5,534.19,412.02,3,1394.02,33,0,771.75,2093.45,2,1751.94,6,2,47.6,High,2505.35,1,2021,9,0.46988163401763,-424.03999999999996,0.11303168416553463
1418,4075.23,1152.24,0.4,3083.69,1,671.0,0.43,434.12,370.53,7,1487.26,80,0,552.13,2281.81,2,1253.49,4,1,75.7,Low,2922.99,0,2021,10,0.2827423237461444,160.70000000000027,0.10652650279861504
1470,5131.05,3785.65,0.16,3399.28,2,668.0,0.47,364.78,522.63,5,1076.92,75,0,507.07,2036.75,2,1072.71,9,1,90.7,High,1345.4,0,2021,11,0.7377924596330185,2053.88,0.07109266134611823
1612,4297.15,3165.47,0.22,2022.33,0,693.0,0.21,416.23,449.68,1,1284.27,65,0,344.9,1958.64,2,1804.21,6,2,90.1,Medium,1131.68,0,2021,12,0.7366440547804941,890.6499999999999,0.09686187356736443
1472,3454.17,2425.12,0.15,2486.3,1,680.0,0.54,658.93,534.41,8,504.36,32,0,139.03,2095.8,2,1434.65,0,2,98.1,High,1029.05,0,2022,1,0.7020847265768622,1457.2500000000002,0.19076362773111918
1839,4859.54,3578.86,0.12,2374.28,1,711.0,0.13,645.39,233.26,7,1010.71,44,0,491.67,2094.77,2,637.72,8,1,86.3,Medium,1280.68,0,2022,2,0.7364606526543664,1093.6000000000001,0.13280886668285474
1626,2642.03,3856.75,0.15,2694.91,2,715.0,0.35,447.08,11.87,5,2286.29,50,0,361.38,2078.28,2,763.44,8,2,32.8,High,0.0,0,2022,3,1.459767678641045,2694.91,0.16921836618055056
1671,3718.62,3287.42,0.24,2518.02,1,730.0,0.51,790.44,626.31,5,365.31,90,0,770.53,2762.75,2,1533.8,1,2,19.9,High,431.2,0,2022,4,0.8840430052008541,2086.82,0.21256272488181102
1349,3706.82,2593.66,0.09,2217.73,1,640.0,0.28,95.35,152.18,8,916.94,82,0,785.15,2777.26,2,1023.57,7,0,19.6,Medium,1113.16,0,2022,5,0.6996994728635325,1104.57,0.025722856788298325
1304,3478.13,4264.46,0.16,3031.53,2,766.0,0.25,563.31,602.56,4,1176.73,94,0,740.75,2682.39,2,1237.79,3,1,72.2,Medium,0.0,0,2022,6,1.2260783811990925,3031.53,0.16195771865916453
1934,2812.22,2208.34,0.32,3365.43,1,716.0,0.14,393.46,384.95,9,624.13,26,0,644.62,1834.42,2,1534.98,3,2,14.3,Low,603.88,0,2022,7,0.7852657331218753,2761.5499999999997,0.139910817788082
1447,4206.61,4421.55,0.09,2468.9,2,744.0,0.57,459.62,576.26,2,1074.25,38,0,609.39,1000.0,2,865.5,3,0,87.8,High,0.0,0,2022,8,1.051095775458148,2468.9,0.10926137673803847
1107,3885.65,2998.3,0.19,2168.56,1,628.0,0.12,654.25,295.71,6,172.79,92,0,736.21,3096.29,2,1475.46,2,2,93.8,Medium,887.35,0,2022,9,0.7716340895345696,1281.21,0.16837594739618852
1096,3667.15,2130.24,0.25,2491.29,0,709.0,0.27,173.04,396.02,8,722.03,73,0,706.99,2469.13,2,972.99,9,2,97.1,Low,1536.91,0,2022,10,0.5808979725399833,954.3799999999999,0.04718650723313745
1199,3450.7,2302.19,0.16,2957.13,1,657.0,0.42,436.23,608.75,1,1398.63,45,0,430.86,2232.47,2,1398.47,1,1,37.7,Medium,1148.51,0,2022,11,0.6671660822441824,1808.6200000000001,0.1264178282667285
1203,3502.85,3047.54,0.23,3270.76,0,638.0,0.57,439.59,538.46,3,254.01,85,1,406.01,1580.54,2,1111.26,8,2,58.9,High,455.31,0,2022,12,0.8700172716502277,2815.4500000000003,0.12549495410879713
1177,3249.9,3808.7,0.1,2342.0,2,813.0,0.38,762.35,258.92,7,958.25,82,0,971.66,2355.5,2,1432.23,6,2,91.3,High,0.0,0,2023,1,1.1719437521154497,2342.0,0.23457644850610787
1978,2840.37,2709.15,0.26,2871.77,1,697.0,0.26,433.33,442.68,4,791.6,60,0,601.37,1823.14,2,300.0,8,2,52.6,Medium,131.22,0,2023,2,0.953801793428321,2740.55,0.15256110999623287
1157,3233.77,1646.82,0.17,2648.6,0,705.0,0.22,878.54,154.61,1,0.0,22,0,431.99,2880.62,1,750.21,1,1,74.8,Low,1586.95,0,2023,3,0.5092569972508867,1061.6499999999999,0.2716767117018217
1860,2036.57,4559.61,0.23,1731.82,1,675.0,0.22,526.46,717.87,3,452.75,93,0,512.93,2579.49,2,890.27,4,2,77.0,Medium,0.0,0,2023,4,2.238867311214444,1731.82,0.2585032677492058
1288,4472.59,1321.97,0.2,3521.55,1,634.0,0.54,241.16,345.43,9,492.84,97,0,560.33,2216.07,2,1629.08,5,2,57.7,Medium,3150.62,0,2023,5,0.2955714697747837,370.9300000000003,0.05391954102656402
1060,4480.67,2492.74,0.09,2720.17,1,644.0,0.4,536.79,547.43,7,434.1,35,0,470.69,1478.47,2,1202.74,6,2,80.5,Medium,1987.93,0,2023,6,0.5563319771373477,732.24,0.11980127971932768
1372,4660.79,3880.61,0.3,3609.07,0,642.0,0.29,461.27,458.26,9,824.4,50,0,380.99,2688.15,2,1241.37,4,0,46.6,Medium,780.18,0,2023,7,0.8326077767932046,2828.8900000000003,0.09896820066984352
1408,4493.53,3739.58,0.25,2883.64,1,667.0,0.43,202.61,468.63,3,662.25,73,0,464.97,2220.96,2,1481.26,6,1,70.1,High,753.95,0,2023,8,0.8322143170291508,2129.6899999999996,0.045089272798890856
1444,4897.24,3723.44,0.27,2734.32,0,721.0,0.32,388.29,199.31,4,1119.7,61,0,482.28,1645.9,2,1134.32,8,2,10.7,High,1173.8,0,2023,9,0.7603139727683349,1560.5200000000002,0.07928751705042024
1575,6577.71,3415.79,0.34,2234.61,2,787.0,0.32,471.39,651.29,8,371.98,37,0,392.6,2439.4,2,1662.06,4,1,92.6,High,3161.92,1,2023,10,0.5192977495207298,-927.31,0.07166475870781776
1277,3717.91,2049.8,0.31,2998.43,1,692.0,0.32,413.0,626.19,2,817.84,97,0,572.42,1529.86,2,1238.01,8,2,10.5,Medium,1668.11,0,2023,11,0.5513312586910388,1330.32,0.11108391542560202
1193,2459.45,1997.77,0.11,2848.08,1,594.0,0.53,710.37,573.77,2,481.0,41,0,639.13,3561.47,0,875.71,4,1,50.4,High,461.68,0,2019,1,0.8122832340563948,2386.4,0.2888328691374088
1774,5296.21,3338.49,0.32,2407.96,0,725.0,0.18,315.97,911.24,9,649.54,35,0,940.39,1386.12,1,1469.31,1,0,89.7,Medium,1957.72,0,2019,1,0.6303545365459451,450.24,0.05965964340537857
1057,3900.81,2658.08,0.08,2204.68,2,624.0,0.46,268.88,643.82,2,1536.07,45,0,857.51,2660.64,2,1256.25,6,2,11.1,High,1242.73,0,2019,3,0.681417449196449,961.9499999999998,0.06892927366367498
1909,6004.68,2104.88,0.11,2491.69,0,705.0,0.37,572.74,778.81,1,516.94,26,0,548.12,3097.25,0,300.0,6,0,11.3,Medium,3899.8,1,2019,4,0.3505399122018159,-1408.1100000000001,0.09538226849723881
1574,5560.87,2735.66,0.18,2467.16,0,705.0,0.21,602.44,836.38,2,1454.36,83,0,742.83,3045.95,2,1046.96,0,0,82.9,Medium,2825.21,1,2019,5,0.4919482023496323,-358.0500000000002,0.1083355661973756
1791,4093.76,2343.05,0.25,2338.76,1,694.0,0.22,660.9,31.6,6,409.42,42,0,636.04,1949.62,2,1478.35,3,1,83.6,Medium,1750.71,0,2019,5,0.5723466935042602,588.0500000000002,0.1614408270147737
1937,5904.98,2453.74,0.25,3199.33,1,657.0,0.56,771.88,199.68,3,557.3,77,0,562.83,3070.53,2,1720.5,7,2,47.3,Medium,3451.24,1,2019,6,0.41553739386077515,-251.90999999999985,0.1307167848155286
1153,4773.79,3260.39,0.15,2885.79,1,709.0,0.57,681.66,239.54,9,89.82,82,1,446.22,2794.04,2,1806.75,0,2,33.2,High,1513.4,0,2019,7,0.6829772570640937,1372.3899999999999,0.14279220493570097
1495,4782.36,2279.8,0.08,2489.35,1,681.0,0.29,191.94,459.47,5,906.01,69,0,679.35,3331.9,0,948.53,1,2,97.1,Medium,2502.56,1,2019,8,0.47671024347811547,-13.210000000000036,0.04013499611070685
1223,5370.44,3621.65,0.16,3037.85,1,717.0,0.12,663.98,0.0,1,132.26,20,0,450.86,1463.71,1,1842.48,1,0,74.4,Medium,1748.79,0,2019,9,0.6743674633735784,1289.06,0.12363605216704777
1473,5777.42,4027.9,0.18,2740.06,0,748.0,0.47,656.06,506.07,5,784.77,34,0,518.21,2035.34,2,316.46,2,2,97.6,High,1749.52,0,2019,10,0.6971797099743484,990.54,0.11355587788320737
1555,5007.12,3310.31,0.15,2497.2,1,712.0,0.42,630.31,234.67,2,1520.99,47,0,167.15,1396.66,2,1044.25,9,2,69.1,High,1696.81,0,2019,11,0.6611205643164134,800.3899999999999,0.125882742974005
1707,4286.35,3701.82,0.31,1704.7,2,696.0,0.34,1053.91,266.38,6,1601.0,38,0,585.86,1712.12,2,1223.17,3,0,22.5,High,584.53,0,2019,12,0.8636298948989233,1120.17,0.24587586174717416
1326,5252.02,1576.39,0.22,2389.19,1,691.0,0.34,704.57,373.61,7,509.68,52,0,379.64,2006.8,2,1809.63,2,0,42.9,Medium,3675.63,1,2020,1,0.3001492758976546,-1286.44,0.13415219287055266
1750,4099.25,3721.13,0.39,2534.13,1,668.0,0.37,340.21,426.0,3,1445.92,25,0,148.88,3195.98,2,1329.56,2,2,97.4,High,378.12,0,2020,2,0.9077587363542111,2156.01,0.08299323046898822
1097,3213.26,1793.93,0.1,3418.06,2,674.0,0.38,911.02,1020.87,6,86.37,51,0,680.08,2946.01,2,1436.6,6,2,12.9,Medium,1419.33,0,2020,3,0.5582897120058756,1998.73,0.2835189184815421
1002,4712.63,2307.9,0.2,3174.14,1,615.0,0.22,184.54,605.21,5,1318.93,83,0,460.49,1814.41,0,1415.75,1,2,85.3,Low,2404.73,0,2020,4,0.4897265433526502,769.4099999999999,0.039158601460331066
1599,4136.61,2958.28,0.39,3100.36,0,725.0,0.45,761.91,399.58,1,445.02,84,0,458.94,1893.77,1,1470.46,4,2,28.0,Medium,1178.33,0,2020,5,0.7151459770198304,1922.0300000000002,0.18418705171626043
1298,4226.39,2227.67,0.23,3095.09,1,669.0,0.32,456.41,505.93,8,603.55,61,0,404.5,1961.0,2,1299.61,4,2,40.6,Medium,1998.72,0,2020,6,0.5270857635002922,1096.3700000000001,0.10799050726506546
1946,3297.15,2774.64,0.1,2770.25,1,763.0,0.54,336.07,681.8,8,282.13,25,0,676.79,1065.44,1,1186.18,1,0,2.5,High,522.51,0,2020,7,0.8415267731222419,2247.74,0.10192742216762961
1171,2854.93,2346.82,0.08,3227.5,1,702.0,0.3,570.15,613.62,3,1621.22,32,0,692.42,1866.95,2,1072.27,0,0,80.5,Medium,508.11,0,2020,8,0.8220236573225964,2719.39,0.19970717320564776
1941,3091.21,3412.58,0.27,2999.49,0,706.0,0.51,550.27,370.47,5,1697.6,32,0,153.41,2259.64,2,1726.89,4,2,49.4,High,0.0,0,2020,9,1.1039625260011452,2999.49,0.17801119949793123
1031,3731.11,1565.67,0.21,3027.27,2,757.0,0.43,554.81,292.9,9,1509.93,38,0,370.22,2945.5,2,839.87,8,0,66.1,Medium,2165.44,0,2020,10,0.4196257950047037,861.8299999999999,0.14869837662250643
1914,4043.8,3624.0,0.4,2058.71,1,669.0,0.12,454.12,176.46,6,1678.9,95,0,487.72,2803.18,2,1269.57,6,2,67.6,Medium,419.8,0,2020,11,0.8961867550323952,1638.91,0.11230031158811019
1914,6506.77,3037.56,0.16,3732.76,1,671.0,0.23,681.78,143.61,4,1119.0,59,0,660.88,3135.65,2,1449.05,6,2,62.3,Low,3469.21,0,2020,12,0.4668307009468599,263.5500000000002,0.10478009826688202
1245,1957.14,3683.59,0.32,2610.94,2,647.0,0.33,118.24,132.06,7,1227.94,35,0,570.24,3045.26,2,1608.24,0,2,15.8,High,0.0,0,2021,1,1.882129025005876,2610.94,0.060414686736768954
1869,3890.29,3315.21,0.33,2583.23,0,718.0,0.42,309.56,195.56,2,665.41,62,0,455.2,2062.29,2,930.38,8,2,19.4,High,575.08,0,2021,2,0.852175544753733,2008.15,0.07957247403149893
1041,3804.77,3021.33,0.24,2637.47,1,547.0,0.56,274.53,487.84,7,471.83,79,1,762.59,2012.13,2,1639.38,2,2,99.3,High,783.44,0,2021,3,0.7940900501212951,1854.0299999999997,0.07215416437787303
1966,3050.34,2828.2,0.07,2491.38,0,645.0,0.45,768.89,183.52,5,1675.32,46,0,126.12,1091.55,2,461.83,4,0,51.1,High,222.14,0,2021,4,0.9271753312745463,2269.2400000000002,0.25206698269701083
1662,2967.7,3150.82,0.38,2662.94,0,610.0,0.37,530.85,331.37,1,155.63,47,0,374.25,3095.39,0,871.38,5,1,34.1,High,0.0,0,2021,5,1.0617043501701655,2662.94,0.1788758971594164
1154,2554.47,2592.84,0.17,2302.62,0,677.0,0.38,812.38,409.2,4,1326.54,55,0,664.84,2385.37,2,665.78,0,2,87.0,High,0.0,0,2021,6,1.0150207283702688,2302.62,0.3180229166911336
1270,4987.0,2570.0,0.16,3563.92,2,636.0,0.25,828.78,442.9,3,1420.45,95,0,462.86,2808.55,1,833.71,7,0,75.9,Low,2417.0,0,2021,7,0.5153398836976137,1146.92,0.16618808903148186
1717,3636.72,2250.29,0.4,2993.12,1,659.0,0.11,682.15,151.9,6,1669.71,99,0,320.14,1574.44,2,1155.45,8,1,82.1,Low,1386.43,0,2021,8,0.6187691106271586,1606.6899999999998,0.18757286785894983
1529,3500.91,4130.36,0.37,3043.75,1,738.0,0.4,833.44,612.71,6,979.74,60,0,589.95,2650.27,2,481.75,3,2,40.4,High,0.0,0,2021,9,1.179796110154217,3043.75,0.2380638176931141
1572,2292.67,2613.5,0.22,2775.48,2,732.0,0.55,287.29,511.27,3,600.82,73,0,441.22,2527.1,0,349.21,9,0,39.1,High,0.0,0,2021,10,1.139937278369761,2775.48,0.1253080469496264
1369,4879.06,3026.35,0.16,2428.55,1,674.0,0.16,673.95,285.13,7,981.46,35,0,880.66,1945.8,2,1118.68,3,0,33.2,Medium,1852.71,0,2021,11,0.6202731673724037,575.8400000000001,0.1381311154197735
1293,4181.87,2448.13,0.08,3068.14,0,649.0,0.42,519.13,945.01,5,1117.69,27,0,354.56,2432.6,2,1669.32,1,2,5.3,Medium,1733.74,0,2021,12,0.5854151372472124,1334.3999999999999,0.12413824437392841
1880,2884.27,3415.61,0.2,2739.26,2,631.0,0.19,672.31,394.98,8,696.64,55,0,476.4,1632.41,2,1299.85,2,2,10.2,Medium,0.0,0,2022,1,1.1842199239322255,2739.26,0.23309537595301408
1416,3495.12,3507.61,0.22,1458.28,1,696.0,0.39,883.06,353.65,4,926.41,63,0,276.56,1936.52,2,1349.68,8,1,25.3,High,0.0,0,2022,2,1.0035735539838404,1458.28,0.25265513058206873
1171,4297.09,3052.68,0.38,3429.0,1,666.0,0.4,550.85,378.06,2,1219.18,47,0,611.27,1799.55,2,982.23,9,0,87.9,Medium,1244.41,0,2022,3,0.7104063447588949,2184.59,0.12819140395011508
1190,2827.7,3448.11,0.08,3213.06,1,713.0,0.2,1095.26,536.3,9,1142.83,35,0,580.23,1962.99,1,1227.75,6,1,27.7,Medium,0.0,0,2022,4,1.2194044629911236,3213.06,0.38733246101071545
1622,5052.02,2074.7,0.25,3762.22,0,701.0,0.54,518.4,728.55,9,1542.49,89,0,223.21,2629.4,1,1129.16,8,2,86.9,Medium,2977.32,0,2022,5,0.410667416201836,784.8999999999996,0.10261242037838329
1017,3817.1,3217.37,0.06,2967.27,1,740.0,0.17,583.62,0.0,1,1611.07,84,0,710.1,2033.35,2,1039.58,2,2,63.2,Medium,599.73,0,2022,6,0.8428833407560714,2367.54,0.15289617772654635
1550,3275.11,3754.08,0.38,1802.11,2,711.0,0.41,393.83,233.59,8,804.64,59,0,474.3,1856.35,0,1065.33,6,0,59.8,High,0.0,0,2022,7,1.1462454696178144,1802.11,0.12024939620348629
1581,3998.27,1418.84,0.19,2897.41,0,713.0,0.57,665.39,247.12,1,581.46,27,0,155.41,2350.64,1,1158.21,0,1,33.4,Medium,2579.43,0,2022,8,0.3548634784544315,317.98,0.16641947642355318
